Sr_No,Furnished Status,Facing,Car Parking,Type of Ownership,Booking Amount,Buy Total Price,CITY,PROPERTY_TYPE
2062,Unfurnished,West,not available,Freehold,0,3295000,Island,Pending
2063,Unfurnished,North,available,Freehold,0,425000,Island,Pending
2064,Unfurnished,East,not available,Freehold,0,1215000,Island,Multi-family home for sale
2065,Unfurnished,South,available,Freehold,0,1850000,Island,Co-op for sale
2066,Unfurnished,West,not available,Freehold,0,2275000,Island,House for sale
2067,Unfurnished,North,available,Freehold,0,400000,Island,Townhouse for sale
2068,Unfurnished,East,not available,Freehold,0,800000,Island,House for sale
2069,Unfurnished,South,available,Freehold,0,700000,Island,Co-op for sale
2070,Unfurnished,West,available,Freehold,0,750000,Island,House for sale
2071,Unfurnished,North,available,Freehold,0,500000,Island,Townhouse for sale
2072,Unfurnished,East,available,Freehold,0,3975000,Island,Townhouse for sale
2073,Unfurnished,East,not available,Freehold,0,1999995,Island,Co-op for sale
2074,Unfurnished,South,not available,Freehold,0,1099000,Island,House for sale
2075,Unfurnished,West,not available,Freehold,0,539950,Island,Multi-family home for sale
2076,Unfurnished,East,available,Freehold,0,1050000,Island,Multi-family home for sale
2077,Unfurnished,North,available,Freehold,0,850000,Island,House for sale
2078,Unfurnished,North,available,Freehold,0,599950,Island,Multi-family home for sale
2079,Unfurnished,East,not available,Freehold,0,695000,Island,Multi-family home for sale
2080,Unfurnished,West,available,Freehold,0,950000,Island,Co-op for sale
2081,Unfurnished,South,available,Freehold,0,1999995,Island,Condo for sale
2082,Unfurnished,South,not available,Freehold,0,365000,Island,Co-op for sale
2083,Unfurnished,West,available,Freehold,0,1200000,Island,House for sale
2084,Unfurnished,North,available,Freehold,0,2950000,Island,Multi-family home for sale
2085,Unfurnished,East,available,Freehold,0,380000,Island,Co-op for sale
2086,Unfurnished,East,available,Freehold,0,1875000,Island,Multi-family home for sale
2087,Unfurnished,West,not available,Freehold,0,5100000,Island,Multi-family home for sale
2088,Unfurnished,North,available,Freehold,0,490000,Island,House for sale
2089,Unfurnished,South,available,Freehold,0,2750000,Island,Condo for sale
2090,Unfurnished,North,available,Freehold,0,450000,Island,House for sale
2091,Unfurnished,East,available,Freehold,0,825000,Island,Co-op for sale
2092,Furnished,West,available,Freehold,0,1695000,Island,Townhouse for sale
2093,Furnished,South,available,Freehold,0,425000,Island,Co-op for sale
2094,Unfurnished,West,available,Freehold,0,1250000,Island,House for sale
2095,Unfurnished,East,available,Freehold,0,3750000,Island,House for sale
2096,Unfurnished,North,available,Freehold,0,785000,Island,Multi-family home for sale
2097,Unfurnished,South,available,Freehold,0,675000,Island,Condo for sale
2098,Unfurnished,West,available,Freehold,0,465000,Island,Co-op for sale
2099,Unfurnished,North,available,Freehold,0,1350000,Island,Co-op for sale
2100,Unfurnished,East,available,Freehold,0,2500000,Island,House for sale
2101,Unfurnished,South,available,Freehold,0,675000,Island,House for sale
2102,Unfurnished,West,available,Freehold,0,945000,Island,House for sale
2103,Unfurnished,North,available,Freehold,0,725000,Island,House for sale
2104,Unfurnished,East,available,Freehold,0,325000,Island,Co-op for sale
2105,Unfurnished,South,available,Freehold,0,800000,Island,House for sale
2106,Unfurnished,West,available,Freehold,0,595000,Island,Multi-family home for sale
2107,Unfurnished,North,available,Freehold,0,425000,Island,House for sale
2108,Unfurnished,East,not available,Freehold,0,1250000,Island,Co-op for sale
2109,Unfurnished,South,available,Freehold,0,2100000,Island,House for sale
2110,Furnished,West,available,Freehold,0,875000,Island,Pending
2111,Unfurnished,East,available,Freehold,0,1095000,Island,House for sale
2112,Unfurnished,North,available,Freehold,0,1495000,Island,Co-op for sale
2113,Unfurnished,South,available,Freehold,0,895000,Island,House for sale
2114,Unfurnished,West,not available,Freehold,0,650000,Island,Multi-family home for sale
2115,Unfurnished,East,not available,Freehold,0,3500000,Island,Multi-family home for sale
2116,Unfurnished,North,available,Freehold,0,4750000,Island,Townhouse for sale
2117,Unfurnished,South,available,Freehold,0,550000,Island,Co-op for sale
2118,Unfurnished,West,available,Freehold,0,525000,Island,Co-op for sale
2119,Unfurnished,East,available,Freehold,0,4035000,Island,House for sale
2120,Unfurnished,North,available,Freehold,0,1150000,Island,House for sale
2121,Unfurnished,South,available,Freehold,0,2350000,Island,Co-op for sale
2122,Unfurnished,East,not available,Freehold,0,2100000,Island,House for sale
2123,Unfurnished,West,available,Freehold,0,1850000,Island,House for sale
2124,Unfurnished,North,available,Freehold,0,2275000,Island,House for sale
2125,Unfurnished,East,available,Freehold,0,400000,Island,Multi-family home for sale
2126,Unfurnished,West,available,Freehold,0,800000,Island,House for sale
2127,Unfurnished,South,available,Freehold,0,700000,Island,Co-op for sale
2128,Unfurnished,North,available,Freehold,0,750000,Island,Multi-family home for sale
2129,Unfurnished,East,available,Freehold,0,500000,Island,Condo for sale
2130,Unfurnished,West,available,Freehold,0,3975000,Island,House for sale
2131,Unfurnished,South,available,Freehold,0,1999995,Island,House for sale
2132,Unfurnished,North,available,Freehold,0,1099000,Island,House for sale
2133,Unfurnished,West,available,Freehold,0,539950,Island,House for sale
2134,Unfurnished,East,available,Freehold,0,1050000,Island,Multi-family home for sale
2135,Unfurnished,South,available,Freehold,0,850000,Island,House for sale
2136,Unfurnished,North,available,Freehold,0,4035000,Island,House for sale
2137,Unfurnished,East,available,Freehold,0,1150000,Island,House for sale
2138,Unfurnished,West,available,Freehold,0,2350000,Island,House for sale
2139,Unfurnished,South,available,Freehold,0,2100000,Island,House for sale
2140,Unfurnished,North,available,Freehold,0,1850000,Island,Multi-family home for sale
2141,Unfurnished,East,available,Freehold,0,2275000,Island,Multi-family home for sale
2142,Furnished,West,not available,Freehold,0,400000,Island,Townhouse for sale
2143,Unfurnished,South,available,Freehold,0,800000,Island,Co-op for sale
2144,Unfurnished,North,available,Freehold,0,2350000,Island,Co-op for sale
2145,Unfurnished,East,available,Freehold,0,2100000,Island,Condo for sale
2146,Unfurnished,West,available,Freehold,0,1850000,Island,Co-op for sale
2147,Unfurnished,South,available,Freehold,0,2275000,Island,Pending
2148,Unfurnished,North,available,Freehold,0,400000,Island,Multi-family home for sale
2149,Unfurnished,East,available,Freehold,0,800000,Island,Co-op for sale
2150,Unfurnished,West,available,Freehold,0,2825760,Abu Dhabi,Apartment
2151,Unfurnished,South,available,Freehold,0,3183600,Abu Dhabi,Apartment
2152,Unfurnished,North,available,Freehold,0,2254260,Abu Dhabi,Apartment
2153,Unfurnished,East,available,Freehold,0,5012400,Abu Dhabi,Penthouse
2154,Unfurnished,South,available,Freehold,0,7974000,Abu Dhabi,Villa
2155,Unfurnished,West,available,Freehold,0,1708500,Abu Dhabi,Apartment
2156,Unfurnished,North,available,Freehold,0,1479000,Abu Dhabi,Apartment
2157,Unfurnished,East,available,Freehold,0,3865800,Abu Dhabi,Townhouse
2158,Unfurnished,West,available,Freehold,0,1708500,Abu Dhabi,Apartment
2159,Furnished,South,available,Freehold,0,3638400,Abu Dhabi,Apartment
2160,Unfurnished,North,available,Freehold,0,2507400,Abu Dhabi,Apartment
2161,Unfurnished,East,available,Freehold,0,3954360,Abu Dhabi,Townhouse
2162,Unfurnished,West,available,Freehold,0,7515600,Abu Dhabi,Villa
2163,Unfurnished,South,not available,Freehold,0,3389820,Abu Dhabi,Villa
2164,Unfurnished,North,available,Freehold,0,3414000,Abu Dhabi,Apartment
2165,Unfurnished,East,available,Freehold,0,1819200,Abu Dhabi,Apartment
2166,Unfurnished,West,not available,Freehold,0,2842500,Abu Dhabi,Apartment
2167,Unfurnished,South,available,Freehold,0,2950147.68,Abu Dhabi,Villa
2168,Unfurnished,North,available,Freehold,0,1429390.24,Abu Dhabi,Apartment
2169,Unfurnished,East,not available,Freehold,0,3291300,Abu Dhabi,Townhouse
2170,Unfurnished,West,not available,Freehold,0,2161500,Abu Dhabi,Apartment
2171,Unfurnished,South,available,Freehold,0,3183600,Abu Dhabi,Apartment
2172,Unfurnished,North,not available,Freehold,0,1137000,Abu Dhabi,Apartment
2173,Furnished,East,available,Freehold,0,4096800,Abu Dhabi,Townhouse
2174,Unfurnished,West,available,Freehold,0,1364400,Abu Dhabi,Apartment
2175,Unfurnished,South,not available,Freehold,0,1935900,Abu Dhabi,Apartment
2176,Furnished,North,not available,Freehold,0,1708500,Abu Dhabi,Apartment
2177,Unfurnished,East,available,Freehold,0,3414000,Abu Dhabi,Townhouse
2178,Unfurnished,West,available,Freehold,0,1091540.24,Abu Dhabi,Apartment
2179,Unfurnished,South,available,Freehold,0,3865800,Abu Dhabi,Townhouse
2180,Furnished,North,not available,Freehold,0,2387990.24,Abu Dhabi,Apartment
2181,Unfurnished,East,available,Freehold,0,2499606,Abu Dhabi,Apartment
2182,Unfurnished,West,not available,Freehold,0,2389140,Abu Dhabi,Apartment
2183,Unfurnished,South,available,Freehold,0,2373000,Abu Dhabi,Townhouse
2184,Unfurnished,North,not available,Freehold,0,5915820,Abu Dhabi,Apartment
2185,Furnished,East,available,Freehold,0,1500864.26,Abu Dhabi,Townhouse
2186,Unfurnished,West,not available,Freehold,0,3976500,Abu Dhabi,Villa
2187,Unfurnished,South,available,Freehold,0,5349000,Abu Dhabi,Apartment
2188,Unfurnished,North,not available,Freehold,0,999661.76,Abu Dhabi,Villa
2189,Unfurnished,East,available,Freehold,0,1708500,Abu Dhabi,Apartment
2190,Unfurnished,West,not available,Freehold,0,4096800,Abu Dhabi,Villa
2191,Unfurnished,South,available,Freehold,0,1771920,Abu Dhabi,Villa
2192,Furnished,North,available,Freehold,0,3183600,Abu Dhabi,Villa
2193,Unfurnished,East,available,Freehold,0,3075900,Abu Dhabi,Villa
2194,Unfurnished,West,available,Freehold,0,2274000,Abu Dhabi,Apartment
2195,Unfurnished,South,available,Freehold,0,409248.24,Abu Dhabi,Apartment
2196,Unfurnished,North,available,Freehold,0,2616000,Abu Dhabi,Apartment
2197,Unfurnished,East,not available,Freehold,0,5685000,Abu Dhabi,Townhouse
2198,Unfurnished,West,available,Freehold,0,3976500,Abu Dhabi,Villa
2199,Unfurnished,South,available,Freehold,0,2499147.52,Abu Dhabi,Villa
2200,Unfurnished,North,not available,Freehold,0,2950560,Abu Dhabi,Townhouse
2201,Unfurnished,East,available,Freehold,0,3299147.52,Abu Dhabi,Villa
2202,Unfurnished,West,not available,Freehold,0,2389140,Abu Dhabi,Apartment
2203,Unfurnished,South,not available,Freehold,0,863280,Abu Dhabi,Apartment
2204,Unfurnished,North,available,Freehold,0,568200,Abu Dhabi,Apartment
2205,Unfurnished,East,not available,Freehold,0,841980,Abu Dhabi,Apartment
2206,Unfurnished,West,available,Freehold,0,613980,Abu Dhabi,Apartment
2207,Unfurnished,West,not available,Freehold,0,1935900,Abu Dhabi,Apartment
2208,Unfurnished,South,available,Freehold,0,2274000,Abu Dhabi,Villa
2209,Unfurnished,West,available,Freehold,0,5457600,Abu Dhabi,Apartment
2210,Unfurnished,East,not available,Freehold,0,409248,Abu Dhabi,Apartment
2211,Unfurnished,North,available,Freehold,0,363840,Abu Dhabi,Apartment
2212,Unfurnished,North,available,Freehold,0,795900,Abu Dhabi,Apartment
2213,Unfurnished,East,available,Freehold,0,1819200,Abu Dhabi,Villa
2214,Unfurnished,West,available,Freehold,0,3521700,Abu Dhabi,Apartment
2215,Unfurnished,South,available,Freehold,0,500280,Abu Dhabi,Apartment
2216,Unfurnished,South,not available,Freehold,0,704040,Abu Dhabi,Apartment
2217,Unfurnished,West,available,Freehold,0,613980,Abu Dhabi,Apartment
2218,Furnished,North,available,Freehold,0,272880,Abu Dhabi,Apartment
2219,Unfurnished,East,available,Freehold,0,545760,Abu Dhabi,Apartment
2220,Unfurnished,East,available,Freehold,0,704040,Abu Dhabi,Apartment
2221,Unfurnished,West,available,Freehold,0,522420,Abu Dhabi,Apartment
2222,Unfurnished,North,available,Freehold,0,1935900,Abu Dhabi,Apartment
2223,Unfurnished,South,not available,Freehold,0,1252260,Abu Dhabi,Villa
2224,Unfurnished,North,not available,Freehold,0,5012400,Abu Dhabi,Apartment
2225,Unfurnished,East,not available,Freehold,0,2685840,Abu Dhabi,Apartment
2226,Unfurnished,West,available,Freehold,0,1134000,Abu Dhabi,Apartment
2227,Unfurnished,South,available,Freehold,0,2274000,Abu Dhabi,Villa
2228,Unfurnished,West,available,Freehold,0,1099147.52,Abu Dhabi,Villa
2229,Unfurnished,East,not available,Freehold,0,3638400,Abu Dhabi,Apartment
2230,Unfurnished,North,not available,Freehold,0,3601320,Abu Dhabi,Apartment
2231,Unfurnished,South,available,Freehold,0,1020300,Abu Dhabi,Villa
2232,Unfurnished,West,available,Freehold,0,3638400,Abu Dhabi,Apartment
2233,Unfurnished,North,available,Freehold,0,1771920,Abu Dhabi,Apartment
2234,Unfurnished,East,available,Freehold,0,2041200,Abu Dhabi,Apartment
2235,Unfurnished,South,available,Freehold,0,1599000,Abu Dhabi,Villa
2236,Unfurnished,West,not available,Freehold,0,3414000,Abu Dhabi,Apartment
2237,Unfurnished,North,available,Freehold,0,1707660,Abu Dhabi,Apartment
2238,Unfurnished,East,available,Freehold,0,1479000,Abu Dhabi,Apartment
2239,Unfurnished,South,not available,Freehold,0,1364400,Abu Dhabi,Apartment
2240,Unfurnished,West,not available,Freehold,0,3183600,Abu Dhabi,Villa
2241,Unfurnished,North,available,Freehold,0,5685000,Abu Dhabi,Apartment
2242,Unfurnished,East,available,Freehold,0,1504524,Abu Dhabi,Apartment
2243,Unfurnished,South,available,Freehold,0,5685000,Abu Dhabi,Apartment
2244,Unfurnished,West,available,Freehold,0,1364260,Abu Dhabi,Apartment
2245,Unfurnished,East,not available,Freehold,0,2157900,Abu Dhabi,Apartment
2246,Unfurnished,North,available,Freehold,0,4548000,Abu Dhabi,Villa
2247,Unfurnished,South,available,Freehold,0,4326000,Abu Dhabi,Apartment
2248,Unfurnished,West,available,Freehold,0,409248,Abu Dhabi,Apartment
2249,Unfurnished,East,available,Freehold,0,2507400,Abu Dhabi,Apartment
2250,Unfurnished,North,not available,Freehold,0,1599000,Abu Dhabi,Apartment
2251,Unfurnished,South,not available,Freehold,0,3183600,Abu Dhabi,Apartment
