Sr_No,Carpet Area,Status,floor ,Transition type,Year Built,Price per sqft
2303,416,Available for Sale,multiple,Not Available,2002,887
2304,733,Active,multiple,Not Available,2021,755
2305,433,Available for Sale,multiple,Not Available,2010,819
2306,2167,Under Contract,multiple,Not Available,2008,1218
2307,403,Available for Sale,multiple,Not Available,2020,805
2308,417,Under Contract,multiple,Not Available,2013,1174
2309,416,Under Contract,multiple,Not Available,2015,1520
2310,593,Available for Sale,multiple,Not Available,2016,1346
2311,1067,Available for Sale,multiple,Not Available,2005,194
2312,517,Active,multiple,Not Available,2010,588
2313,303,Available for Sale,multiple,Not Available,2001,656
2314,600,Under Contract,multiple,Not Available,2022,1261
2315,413,Available for Sale,multiple,Not Available,2023,1185
2316,821,Under Contract,multiple,Not Available,2020,914
2317,1300,Under Contract,multiple,Not Available,2015,1871
2318,283,Available for Sale,multiple,Not Available,2020,1033
2319,450,Available for Sale,multiple,Not Available,2020,1000
2320,550,Active,multiple,Not Available,2006,1478
2321,460,Available for Sale,multiple,Not Available,2017,790
2322,417,Under Contract,multiple,Not Available,2012,793
2323,179,Available for Sale,multiple,Not Available,2012,1064
2324,267,Under Contract,multiple,Not Available,2022,822
2325,1500,Under Contract,multiple,Not Available,2023,911
2326,290,Available for Sale,multiple,Not Available,2018,2031
2327,732,Available for Sale,multiple,Not Available,2022,1321
2328,500,Active,multiple,Not Available,2009,688
2329,593,Available for Sale,multiple,Not Available,2003,1026
2330,516,Under Contract,multiple,Not Available,2019,1118
2331,417,Available for Sale,multiple,Not Available,2019,692
2332,133,Under Contract,multiple,Not Available,2020,598
2333,500,Under Contract,multiple,Not Available,2022,686
2334,2667,Available for Sale,multiple,Not Available,2011,1449
2335,2733,Available for Sale,multiple,Not Available,2022,1063
2336,183,Active,multiple,Not Available,2017,1187
2337,534,Available for Sale,multiple,Not Available,2013,1224
2338,226,Under Contract,multiple,Not Available,2009,1392
2339,433,Available for Sale,multiple,Not Available,2002,568
2340,597,Under Contract,multiple,Not Available,2023,167
2341,163,Under Contract,multiple,Not Available,2007,926
2342,417,Available for Sale,multiple,Not Available,2023,678
2343,433,Available for Sale,multiple,Not Available,2014,628
2344,2333,Active,multiple,Not Available,2012,1587
2345,144,Available for Sale,multiple,Not Available,2006,936
2346,1733,Under Contract,multiple,Not Available,2001,895
2347,250,Available for Sale,multiple,Not Available,2012,1543
2348,637,Under Contract,multiple,Not Available,2023,680
2349,1151,Under Contract,multiple,Not Available,2008,1945
2350,567,Available for Sale,multiple,Not Available,2020,158
2351,583,Available for Sale,multiple,Not Available,2011,106
2352,567,Active,multiple,Not Available,2006,185
2353,300,Available for Sale,multiple,Not Available,2018,1421
2354,360,Under Contract,multiple,Not Available,2024,700
2355,283,Available for Sale,multiple,Not Available,2013,1578
2356,230,Under Contract,multiple,Not Available,2023,912
2357,2500,Under Contract,multiple,Not Available,2019,1292
2358,500,Available for Sale,multiple,Not Available,2023,712
2359,733,Available for Sale,multiple,Not Available,2003,1341
2360,230,Active,multiple,Not Available,2017,2015
2361,567,Available for Sale,multiple,Not Available,2015,1681
2362,452,Under Contract,multiple,Not Available,2011,1114
2363,1500,Available for Sale,multiple,Not Available,2003,853
2364,605,Under Contract,multiple,Not Available,2020,1231
2365,1667,Under Contract,multiple,Not Available,2020,1347
2366,1033,Available for Sale,multiple,Not Available,2018,1109
2367,584,Available for Sale,multiple,Not Available,2021,871
2368,1000,Active,multiple,Not Available,2015,758
2369,491,Available for Sale,multiple,Not Available,2002,1801
2370,383,Under Contract,multiple,Not Available,2012,1077
2371,140,Available for Sale,multiple,Not Available,2006,833
2372,233,Under Contract,multiple,Not Available,2005,1065
2373,445,Under Contract,multiple,Not Available,2018,1097
2374,545,Available for Sale,multiple,Not Available,2008,1405
2375,800,Available for Sale,multiple,Not Available,2002,1343
2376,300,Active,multiple,Not Available,2020,928
2377,701,Available for Sale,multiple,Not Available,2013,680
2378,3333,Under Contract,multiple,Not Available,2011,1533
2379,233,Available for Sale,multiple,Not Available,2017,675
2380,233,Under Contract,multiple,Not Available,2002,1733
2381,169,Under Contract,multiple,Not Available,2015,1090
2382,167,Available for Sale,multiple,Not Available,2007,1142
2383,750,Available for Sale,multiple,Not Available,2024,1665
2384,437,Active,multiple,Not Available,2013,1184
2385,233,Available for Sale,multiple,Not Available,2001,1313
2386,150,Under Contract,multiple,Not Available,2012,1361
2387,317,Available for Sale,multiple,Not Available,2018,1641
2388,459,Under Contract,multiple,Not Available,2011,643
2389,273,Under Contract,multiple,Not Available,2004,1177
2390,1077,Available for Sale,multiple,Not Available,2012,1040
2391,775,Available for Sale,multiple,Not Available,2013,1051
2392,400,Active,multiple,Not Available,2011,1085
2393,313,Available for Sale,multiple,Not Available,2021,1425
2394,272,Under Contract,multiple,Not Available,2010,1011
2395,2545,Available for Sale,multiple,Not Available,2021,1550
2396,1000,Under Contract,multiple,Not Available,2022,676
2397,307,Under Contract,multiple,Not Available,2018,192
2398,484,Available for Sale,multiple,Not Available,2011,957
2399,417,Available for Sale,multiple,Not Available,2017,1619
2400,434,Active,multiple,Not Available,2014,1142
2401,517,Available for Sale,multiple,Not Available,2021,1200
2402,638,Under Contract,multiple,Not Available,2022,1144
2403,1439,Available for Sale,multiple,Not Available,2014,884
2404,6589,Under Contract,multiple,Not Available,2012,1061
2405,533,Under Contract,multiple,Not Available,2010,1808
2406,605,Available for Sale,multiple,Not Available,2013,925
2407,417,Available for Sale,multiple,Not Available,2002,1049
2408,157,Active,multiple,Not Available,2024,1161
2409,369,Available for Sale,multiple,Not Available,2023,1228
2410,700,Under Contract,multiple,Not Available,2017,971
2411,400,Available for Sale,multiple,Not Available,2016,1020
2412,1126,Under Contract,multiple,Not Available,2007,731
2413,341,Under Contract,multiple,Not Available,2018,945
2414,311,Available for Sale,multiple,Not Available,2009,896
2415,2067,Available for Sale,multiple,Not Available,2007,826
2416,417,Active,multiple,Not Available,2011,1010
2417,1733,Available for Sale,multiple,Not Available,2022,1122
2418,550,Under Contract,multiple,Not Available,2013,951
2419,305,Available for Sale,multiple,Not Available,2011,829
2420,700,Under Contract,multiple,Not Available,2018,1188
2421,483,Under Contract,multiple,Not Available,2017,1159
2422,483,Available for Sale,multiple,Not Available,2004,870
2423,644,Available for Sale,multiple,Not Available,2001,1691
2424,767,Active,multiple,Not Available,2021,990
2425,467,Available for Sale,multiple,Not Available,2011,686
2426,417,Under Contract,multiple,Not Available,2023,1065
2427,416,Available for Sale,multiple,Not Available,2005,1640
2428,192,Under Contract,multiple,Not Available,2001,1352
2429,400,Under Contract,multiple,Not Available,2004,989
2430,815,Available for Sale,multiple,Not Available,2003,1950
2431,428,Available for Sale,multiple,Not Available,2015,900
2432,1048,Active,multiple,Not Available,2022,981
2433,603,Available for Sale,multiple,Not Available,2019,1165
2434,667,Under Contract,multiple,Not Available,2023,890
2435,667,Available for Sale,multiple,Not Available,2013,1694
2436,352,Under Contract,multiple,Not Available,2009,926
2437,239,Under Contract,multiple,Not Available,2021,763
2438,317,Available for Sale,multiple,Not Available,2023,1431
2439,637,Available for Sale,multiple,Not Available,2000,1232
2440,1067,Active,multiple,Not Available,2023,1057
2441,347,Available for Sale,multiple,Not Available,2000,858
2442,540,Under Contract,multiple,Not Available,2009,972
2443,467,Available for Sale,multiple,Not Available,2017,969
2444,1733,Under Contract,multiple,Not Available,2001,1605
2445,400,Under Contract,multiple,Not Available,2005,672
2446,401,Available for Sale,multiple,Not Available,2003,1325
2447,1166,Available for Sale,multiple,Not Available,2016,1367
2448,350,Active,multiple,Not Available,2017,1559
2449,400,Available for Sale,multiple,Not Available,2004,922
2450,667,Under Contract,multiple,Not Available,2020,1947
2451,597,Available for Sale,multiple,Not Available,2015,1026
2452,1667,Under Contract,multiple,Not Available,2004,1321
2453,117,Under Contract,multiple,Not Available,2021,1086
2454,183,Available for Sale,multiple,Not Available,2005,1419
2455,1333,Available for Sale,multiple,Not Available,2020,2000
2456,833,Active,multiple,Not Available,2013,728
2457,117,Available for Sale,multiple,Not Available,2011,1051
2458,539,Under Contract,multiple,Not Available,2024,1873
2459,1500,Available for Sale,multiple,Not Available,2008,1032
2460,492,Under Contract,multiple,Not Available,2012,1913
2461,460,Under Contract,multiple,Not Available,2007,1056
2462,281,Available for Sale,multiple,Not Available,2006,919
2463,900,Available for Sale,multiple,Not Available,2012,774
2464,317,Active,multiple,Not Available,2015,1161
2465,150,Available for Sale,multiple,Not Available,2010,1585
2466,417,Under Contract,multiple,Not Available,2013,730
2467,386,Available for Sale,multiple,Not Available,2003,1687
2468,727,Under Contract,multiple,Not Available,2014,772
2469,478,Under Contract,multiple,Not Available,2013,1110
2470,283,Available for Sale,multiple,Not Available,2010,1749
2471,433,Available for Sale,multiple,Not Available,2022,576
2472,667,Active,multiple,Not Available,2001,1225
2473,315,Available for Sale,multiple,Not Available,2006,876
2474,833,Under Contract,multiple,Not Available,2019,1556
2475,1667,Available for Sale,multiple,Not Available,2017,1025
2476,133,Under Contract,multiple,Not Available,2022,1237
2477,4000,Under Contract,multiple,Not Available,2014,2435
2478,223,Available for Sale,multiple,Not Available,2012,1624
2479,921,Available for Sale,multiple,Not Available,2004,1156
2480,127,Active,multiple,Not Available,2001,1506
2481,350,Available for Sale,multiple,Not Available,2013,1092
2482,738,Under Contract,multiple,Not Available,2004,1202
2483,203,Available for Sale,multiple,Not Available,2013,1257
2484,1444,Under Contract,multiple,Not Available,2007,998
2485,298,Under Contract,multiple,Not Available,2012,1607
2486,574,Available for Sale,multiple,Not Available,2006,1027
2487,1734,Available for Sale,multiple,Not Available,2007,1040
2488,1515,Active,multiple,Not Available,2021,1452
2489,1417,Available for Sale,multiple,Not Available,2009,1000
2490,621,Under Contract,multiple,Not Available,2016,1938
2491,141,Available for Sale,multiple,Not Available,2014,1009
2492,617,Under Contract,multiple,Not Available,2014,1944
2493,689,Under Contract,multiple,Not Available,2005,1500
2494,667,Available for Sale,multiple,Not Available,2020,1384
2495,360,Available for Sale,multiple,Not Available,2021,1563
2496,441,Active,multiple,Not Available,2017,1274
2497,733,Available for Sale,multiple,Not Available,2004,2204
2498,141,Under Contract,multiple,Not Available,2012,978
2499,1250,Available for Sale,multiple,Not Available,2020,1307
2500,900,Under Contract,multiple,Not Available,2011,1090
2501,453,Under Contract,multiple,Not Available,2022,1262
2502,1000,Available for Sale,multiple,Not Available,2024,1983
2503,280,Available for Sale,multiple,Not Available,2005,938
2504,340,Active,multiple,Not Available,2019,2089
2505,317,Available for Sale,multiple,Not Available,2020,728
2506,800,Under Contract,multiple,Not Available,2018,729
2507,583,Available for Sale,multiple,Not Available,2007,1349
2508,613,Under Contract,multiple,Not Available,2010,1897
2509,1458,Under Contract,multiple,Not Available,2019,1686
2510,550,Available for Sale,multiple,Not Available,2011,1871
2511,332,Available for Sale,multiple,Not Available,2007,1177
2512,283,Active,multiple,Not Available,2009,858
2513,367,Available for Sale,multiple,Not Available,2000,2164
2514,421,Under Contract,multiple,Not Available,2002,2142
2515,444,Available for Sale,multiple,Not Available,2005,1214
2516,1000,Under Contract,multiple,Not Available,2018,1658
2517,433,Under Contract,multiple,Not Available,2015,1012
2518,3400,Available for Sale,multiple,Not Available,2023,1257
2519,2000,Available for Sale,multiple,Not Available,2016,1262
2520,533,Active,multiple,Not Available,2000,1847
2521,583,Available for Sale,multiple,Not Available,2007,1779
2522,2667,Under Contract,multiple,Not Available,2013,1179
2523,700,Available for Sale,multiple,Not Available,2024,1621
2524,469,Under Contract,multiple,Not Available,2022,1067
2525,283,Under Contract,multiple,Not Available,2020,1005
2526,183,Available for Sale,multiple,Not Available,2006,1219
2527,347,Available for Sale,multiple,Not Available,2016,1312
2528,1523,Active,multiple,Not Available,2004,1215
2529,1467,Available for Sale,multiple,Not Available,2012,1704
2530,915,Under Contract,multiple,Not Available,2013,1667
